Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
FDA50,16.25,Low Fat,-2.438282578476178,Dairy,95.541,OUT049,Medium,Tier 1,Supermarket Type1,1544.656,22
FDX08,12.85,Low Fat,-3.788072582816406,Fruits and Vegetables,179.7318,OUT049,Medium,Tier 1,Supermarket Type1,2165.1816,22
FDD05,12.867061281337046,Low Fat,-4.102515876663784,Frozen Foods,122.4098,OUT027,Medium,Tier 3,Supermarket Type3,3012.745,36
FDG41,8.84,Regular Fat,-2.5655876781448432,Frozen Foods,109.9228,OUT018,Medium,Tier 3,Supermarket Type2,1547.3192,12
FDU39,12.81734421364985,Low Fat,-3.328036998328943,Meat,58.3562,OUT027,Medium,Tier 3,Supermarket Type3,1125.8678,36
NCQ43,17.75,Low Fat,-2.195511420627525,Others,107.5912,OUT046,Small,Tier 1,Supermarket Type1,1528.6768,24
NCY42,6.38,Low Fat,-4.186899223955801,Household,143.347,OUT045,Medium,Tier 2,Supermarket Type1,858.882,19
FDF26,12.305705009276437,Regular Fat,-3.070263424465984,Canned,153.2998,OUT027,Medium,Tier 3,Supermarket Type3,3998.7948,36
FDC20,10.65,Low Fat,-3.7712568717696935,Fruits and Vegetables,57.1272,OUT035,Small,Tier 2,Supermarket Type1,279.63599999999997,17
FDX14,13.1,Low Fat,-2.5910670852964195,Dairy,75.0354,OUT046,Small,Tier 1,Supermarket Type1,902.8248,24
DRC49,11.847459893048129,Low Fat,-2.731528148821735,Soft Drinks,145.7128,OUT027,Medium,Tier 3,Supermarket Type3,4026.7584,36
FDM40,10.195,Low Fat,-2.2388568969561957,Frozen Foods,143.1154,OUT017,Medium,Tier 2,Supermarket Type1,2410.8618,14
FDE10,6.67,Regular Fat,-2.402881751644974,Snack Foods,131.2626,OUT017,Medium,Tier 2,Supermarket Type1,2098.6016,14
NCU17,5.32,Low Fat,-2.374385340762433,Health and Hygiene,103.8674,OUT045,Medium,Tier 2,Supermarket Type1,509.337,19
FDB36,12.277108208955223,Regular Fat,-3.0304854498279457,Baking Goods,133.1626,OUT027,Medium,Tier 3,Supermarket Type3,2492.0894,36
DRF13,12.1,Low Fat,-3.5098072039370094,Soft Drinks,144.3444,OUT018,Medium,Tier 3,Supermarket Type2,1161.1552,12
FDL13,13.85,Regular Fat,-2.872665691554661,Breakfast,232.73,OUT018,Medium,Tier 3,Supermarket Type2,6291.81,12
NCH55,16.35,Low Fat,-3.3602602001761737,Household,125.602,OUT049,Medium,Tier 1,Supermarket Type1,3036.048,22
NCF18,18.35,Low Fat,-2.420146999351315,Household,192.8504,OUT013,High,Tier 3,Supermarket Type1,2876.256,34
FDC09,15.5,Regular Fat,-3.1230166367056387,Fruits and Vegetables,102.0332,OUT010,Medium,Tier 3,Grocery Store,102.5332,23
FDV09,12.1,Low Fat,-3.883990901978938,Snack Foods,150.4734,OUT046,Small,Tier 1,Supermarket Type1,2078.6276,24
FDV09,12.1,Low Fat,-3.884179994703713,Snack Foods,148.2734,OUT035,Small,Tier 2,Supermarket Type1,3266.4148,17
FDU16,19.25,Regular Fat,-2.8434128294157905,Frozen Foods,85.2908,OUT013,High,Tier 3,Supermarket Type1,671.1264,34
FDD26,8.71,Regular Fat,-2.628932293231911,Canned,183.3924,OUT046,Small,Tier 1,Supermarket Type1,3146.5708,24
NCA29,10.5,Low Fat,-3.6025655836587744,Household,170.9106,OUT013,High,Tier 3,Supermarket Type1,3251.1014,34
FDZ26,11.6,Regular Fat,-1.933755816126805,Dairy,240.8222,OUT018,Medium,Tier 3,Supermarket Type2,3585.333,12
FDT56,16.0,Regular Fat,-1.6425914939092483,Fruits and Vegetables,55.9246,OUT010,Medium,Tier 3,Grocery Store,405.4722,23
FDF22,6.865,Low Fat,-2.8656529524780967,Snack Foods,214.6218,OUT045,Medium,Tier 2,Supermarket Type1,1923.4962,19
FDH21,10.395,Low Fat,-3.464509838723557,Seafood,159.5604,OUT045,Medium,Tier 2,Supermarket Type1,2852.2872,19
FDD44,8.05,Regular Fat,-2.545925420520915,Fruits and Vegetables,259.0646,OUT046,Small,Tier 1,Supermarket Type1,4380.2982,24
FDS56,5.785,Regular Fat,-3.244806923440826,Fruits and Vegetables,264.2252,OUT017,Medium,Tier 2,Supermarket Type1,3934.8779999999997,14
FDF21,10.3,Regular Fat,-2.8315943074036682,Fruits and Vegetables,191.653,OUT049,Medium,Tier 1,Supermarket Type1,5313.084,22
FDM44,12.5,Low Fat,-3.4681016750333384,Fruits and Vegetables,103.09899999999999,OUT018,Medium,Tier 3,Supermarket Type2,722.393,12
DRK01,7.63,Low Fat,-2.794274226316433,Soft Drinks,92.5436,OUT049,Medium,Tier 1,Supermarket Type1,1607.2412,22
FDO22,13.5,Regular Fat,-4.071074449406708,Snack Foods,78.396,OUT035,Small,Tier 2,Supermarket Type1,1438.128,17
FDP57,17.5,Low Fat,-2.9459811236602387,Snack Foods,101.29899999999999,OUT045,Medium,Tier 2,Supermarket Type1,722.393,19
DRF49,11.847459893048129,Low Fat,-2.083864950543623,Soft Drinks,112.0518,OUT019,Small,Tier 1,Grocery Store,113.8518,36
DRK11,8.21,Low Fat,-4.52744351209761,Hard Drinks,150.5392,OUT018,Medium,Tier 3,Supermarket Type2,1043.9744,12
FDT51,11.65,Regular Fat,-4.513204775511497,Meat,110.9544,OUT018,Medium,Tier 3,Supermarket Type2,335.5632,12
FDE58,18.5,Low Fat,-3.647976819645169,Snack Foods,119.8124,OUT017,Medium,Tier 2,Supermarket Type1,4029.4216,14
FDT23,7.72,Regular Fat,-2.5897885866495964,Breads,78.7986,OUT018,Medium,Tier 3,Supermarket Type2,856.8846,12
NCT42,5.88,Low Fat,-3.6935859523213446,Household,149.4392,OUT035,Small,Tier 2,Supermarket Type1,1640.5312,17
FDJ41,6.85,Low Fat,-3.7775378740070935,Frozen Foods,262.3594,OUT035,Small,Tier 2,Supermarket Type1,3924.8909999999996,17
NCF42,13.384736495388669,Low Fat,-1.7923246228973093,Household,176.1712,OUT027,Medium,Tier 3,Supermarket Type3,3691.1952,36
FDA19,7.52,Low Fat,-2.898939139324867,Fruits and Vegetables,128.8994,OUT013,High,Tier 3,Supermarket Type1,2055.9904,34
FDW09,13.65,Regular Fat,-3.652708926512113,Snack Foods,81.2302,OUT046,Small,Tier 1,Supermarket Type1,2059.9852,24
NCO14,13.384736495388669,Low Fat,-3.523354134339632,Household,46.2086,OUT027,Medium,Tier 3,Supermarket Type3,802.9548,36
FDO39,6.985,Regular Fat,-1.9830739792833902,Meat,185.2608,OUT045,Medium,Tier 2,Supermarket Type1,2940.1728,19
FDR45,12.987879554655873,Low Fat,-3.827023996685624,Snack Foods,240.6222,OUT027,Medium,Tier 3,Supermarket Type3,4302.3996,36
FDA15,9.3,Low Fat,-3.618674666627268,Dairy,248.9092,OUT010,Medium,Tier 3,Grocery Store,498.0184,23
FDY13,12.1,Low Fat,-3.503152535485242,Canned,74.767,OUT013,High,Tier 3,Supermarket Type1,2220.4429999999998,34
FDY31,5.98,Low Fat,-3.1294852221487965,Fruits and Vegetables,145.3418,OUT018,Medium,Tier 3,Supermarket Type2,2354.2688,12
NCS29,9.0,Low Fat,-2.6642211084370078,Health and Hygiene,266.2884,OUT049,Medium,Tier 1,Supermarket Type1,2914.8724,22
FDJ52,7.145,Low Fat,-4.025229778166788,Frozen Foods,160.6578,OUT018,Medium,Tier 3,Supermarket Type2,2246.4092,12
NCX41,19.0,Low Fat,-4.031076116038374,Health and Hygiene,211.7244,OUT045,Medium,Tier 2,Supermarket Type1,2752.4172,19
FDQ36,7.855,Regular Fat,-1.8209304573392213,Baking Goods,35.6848,OUT045,Medium,Tier 2,Supermarket Type1,335.5632,19
FDV35,19.5,Low Fat,-2.054306030110528,Breads,156.1314,OUT035,Small,Tier 2,Supermarket Type1,2792.3652,17
FDE02,8.71,Low Fat,-2.1098976646332193,Canned,92.7778,OUT046,Small,Tier 1,Supermarket Type1,1032.6558,24
FDA34,11.5,Low Fat,-4.204979429517058,Starchy Foods,173.908,OUT018,Medium,Tier 3,Supermarket Type2,1211.756,12
NCL42,18.85,Low Fat,-3.2080750636542557,Household,244.3144,OUT049,Medium,Tier 1,Supermarket Type1,5635.3312,22
FDE14,13.65,Regular Fat,-3.4574844716855653,Canned,98.77,OUT045,Medium,Tier 2,Supermarket Type1,1697.79,19
DRD25,6.135,Low Fat,-2.537107703432765,Soft Drinks,114.38600000000001,OUT049,Medium,Tier 1,Supermarket Type1,1018.674,22
DRF01,5.655,Low Fat,-1.7384457631474783,Soft Drinks,146.9102,OUT018,Medium,Tier 3,Supermarket Type2,1749.7224,12
FDF39,14.85,Regular Fat,-3.9375946404955995,Dairy,261.291,OUT013,High,Tier 3,Supermarket Type1,10256.649,34
FDP01,20.75,Regular Fat,-2.7596492159016943,Breakfast,153.7682,OUT035,Small,Tier 2,Supermarket Type1,1829.6184,17
FDB10,10.0,Low Fat,-2.695895865209944,Snack Foods,234.859,OUT018,Medium,Tier 3,Supermarket Type2,1181.795,12
FDY14,10.3,Low Fat,-2.658875096746045,Dairy,263.6226,OUT035,Small,Tier 2,Supermarket Type1,6608.065,17
FDR57,5.675,Regular Fat,-3.750883929991264,Snack Foods,156.1288,OUT046,Small,Tier 1,Supermarket Type1,2828.3184,24
NCH29,5.51,Low Fat,-3.589034683850262,Health and Hygiene,98.9726,OUT018,Medium,Tier 3,Supermarket Type2,1565.9616,12
FDJ45,17.75,Low Fat,-2.6096603909583544,Seafood,33.9216,OUT045,Medium,Tier 2,Supermarket Type1,830.9184,19
FDZ48,17.75,Low Fat,-2.5734880586328748,Baking Goods,113.1544,OUT018,Medium,Tier 3,Supermarket Type2,1006.6896,12
FDV44,8.365,Regular Fat,-3.220746698862065,Fruits and Vegetables,189.2188,OUT045,Medium,Tier 2,Supermarket Type1,4570.0512,19
FDR01,12.305705009276437,Regular Fat,-2.3656958871523344,Canned,200.4742,OUT019,Small,Tier 1,Grocery Store,398.1484,36
FDZ57,10.0,Regular Fat,-3.27722341608761,Snack Foods,128.2994,OUT013,High,Tier 3,Supermarket Type1,1413.4934,34
FDI08,18.2,Regular Fat,-2.7120562797305516,Fruits and Vegetables,250.1092,OUT049,Medium,Tier 1,Supermarket Type1,5727.2116,22
DRA24,19.35,Regular Fat,-3.2208606182681163,Soft Drinks,163.3868,OUT035,Small,Tier 2,Supermarket Type1,3439.5228,17
FDS39,12.81734421364985,Low Fat,-3.8008480663397854,Meat,143.7812,OUT027,Medium,Tier 3,Supermarket Type3,4986.842000000001,36
NCL31,7.39,Low Fat,-2.118757221262286,Others,141.447,OUT013,High,Tier 3,Supermarket Type1,2290.3520000000003,34
FDD34,7.945,Low Fat,-4.141375102438208,Snack Foods,163.821,OUT049,Medium,Tier 1,Supermarket Type1,1794.3310000000001,22
FDC34,16.0,Regular Fat,-1.755857180961302,Snack Foods,157.0972,OUT046,Small,Tier 1,Supermarket Type1,4673.916,24
NCK05,20.1,Low Fat,-2.5580678136907635,Health and Hygiene,59.2536,OUT046,Small,Tier 1,Supermarket Type1,735.0432,24
FDB32,20.6,Low Fat,-3.2376659589087122,Fruits and Vegetables,94.4778,OUT010,Medium,Tier 3,Grocery Store,93.8778,23
FDC03,8.575,Regular Fat,-2.627582980470128,Dairy,196.5794,OUT017,Medium,Tier 2,Supermarket Type1,5267.1438,14
FDO19,17.7,Regular Fat,-4.094489452718221,Fruits and Vegetables,47.9034,OUT018,Medium,Tier 3,Supermarket Type2,729.051,12
FDZ28,20.0,Regular Fat,-2.451225644830959,Frozen Foods,125.4678,OUT010,Medium,Tier 3,Grocery Store,127.1678,23
FDK28,5.695,Low Fat,-2.2092399699223897,Frozen Foods,256.0646,OUT010,Medium,Tier 3,Grocery Store,1288.323,23
NCU30,5.11,Low Fat,-3.5772654165469757,Household,164.72099999999998,OUT018,Medium,Tier 3,Supermarket Type2,3588.6620000000003,12
FDV57,15.25,Regular Fat,-3.0558340959824157,Snack Foods,178.166,OUT045,Medium,Tier 2,Supermarket Type1,4853.682,19
FDB02,12.305705009276437,Regular Fat,-3.5396650060283714,Canned,177.83700000000002,OUT027,Medium,Tier 3,Supermarket Type3,6704.606,36
FDD52,18.25,Regular Fat,-1.6974915815123677,Dairy,110.35700000000001,OUT013,High,Tier 3,Supermarket Type1,2087.283,34
FDN34,15.6,Regular Fat,-3.1262814469418685,Snack Foods,170.6132,OUT013,High,Tier 3,Supermarket Type1,6595.4148,34
FDB50,13.0,Low Fat,-1.8717290665742166,Canned,76.3986,OUT049,Medium,Tier 1,Supermarket Type1,778.9860000000001,22
FDS55,7.02,Low Fat,-2.509727768834973,Fruits and Vegetables,147.3734,OUT049,Medium,Tier 1,Supermarket Type1,2524.0478,22
FDR21,19.7,Low Fat,-2.704026422368819,Snack Foods,177.537,OUT046,Small,Tier 1,Supermarket Type1,3175.866,24
NCD07,9.1,Low Fat,-2.89110348354209,Household,112.5518,OUT049,Medium,Tier 1,Supermarket Type1,341.5554,22
FDO11,8.0,Regular Fat,-2.9826732746696187,Breads,249.9092,OUT010,Medium,Tier 3,Grocery Store,249.0092,23
NCC54,17.75,Low Fat,-2.3216766117878187,Health and Hygiene,240.9196,OUT018,Medium,Tier 3,Supermarket Type2,4579.3724,12
FDV35,19.5,Low Fat,-2.0525633932600806,Breads,156.4314,OUT049,Medium,Tier 1,Supermarket Type1,2326.971,22
NCU29,7.685,Low Fat,-3.6699616102800916,Health and Hygiene,145.276,OUT046,Small,Tier 1,Supermarket Type1,3515.4240000000004,24
NCZ53,9.6,Low Fat,-3.194921118610095,Health and Hygiene,188.7214,OUT010,Medium,Tier 3,Grocery Store,376.8428,23
DRE03,19.6,Low Fat,-3.2051980929778034,Dairy,45.5718,OUT010,Medium,Tier 3,Grocery Store,47.2718,23
FDZ09,17.6,Low Fat,-1.7398547944715756,Snack Foods,163.6868,OUT010,Medium,Tier 3,Grocery Store,163.7868,23
FDE40,15.6,Regular Fat,-2.309158389850761,Dairy,63.6194,OUT045,Medium,Tier 2,Supermarket Type1,743.0328,19
NCS18,12.65,Low Fat,-3.163518084045034,Household,108.4938,OUT049,Medium,Tier 1,Supermarket Type1,1500.7132,22
FDX24,12.277108208955223,Low Fat,-4.278632346775556,Baking Goods,94.4462,OUT027,Medium,Tier 3,Supermarket Type3,2036.0164,36
FDS34,12.987879554655873,Regular Fat,-2.571937949885185,Snack Foods,112.1518,OUT027,Medium,Tier 3,Supermarket Type3,3870.9612,36
NCS53,14.5,Low Fat,-2.408387261721788,Health and Hygiene,159.5604,OUT045,Medium,Tier 2,Supermarket Type1,1426.1436,19
FDH38,6.425,Low Fat,-4.558214942351374,Canned,116.5808,OUT018,Medium,Tier 3,Supermarket Type2,2460.7968,12
DRM35,9.695,Low Fat,-2.650903351495794,Hard Drinks,176.9344,OUT045,Medium,Tier 2,Supermarket Type1,5888.3352,19
DRI25,19.6,Low Fat,-3.3851302520699083,Soft Drinks,56.1614,OUT013,High,Tier 3,Supermarket Type1,828.921,34
NCP06,20.7,Low Fat,-3.2380998275998665,Household,152.8366,OUT035,Small,Tier 2,Supermarket Type1,2569.3222,17
FDT02,12.6,Low Fat,-3.7159799372993674,Dairy,34.9874,OUT017,Medium,Tier 2,Supermarket Type1,529.311,14
NCP14,8.275,Low Fat,-2.205476739963585,Household,104.2306,OUT013,High,Tier 3,Supermarket Type1,3658.571,34
NCD43,13.384736495388669,Low Fat,-3.5738066834655036,Household,106.1964,OUT019,Small,Tier 1,Grocery Store,210.3928,36
FDP20,19.85,Low Fat,-3.0871629065412827,Fruits and Vegetables,128.102,OUT013,High,Tier 3,Supermarket Type1,1265.02,34
FDK04,7.36,Low Fat,-2.435435334797327,Frozen Foods,55.2588,OUT010,Medium,Tier 3,Grocery Store,229.0352,23
FDQ15,20.35,Regular Fat,-1.3748956578824048,Meat,82.7276,OUT010,Medium,Tier 3,Grocery Store,162.4552,23
FDE11,17.7,Regular Fat,-2.0002163102027812,Starchy Foods,183.7924,OUT049,Medium,Tier 1,Supermarket Type1,2221.1088,22
FDN01,12.768202247191004,Low Fat,-2.0654525810421247,Breakfast,176.937,OUT019,Small,Tier 1,Grocery Store,352.874,36
FDC29,8.39,Regular Fat,-3.7213578534342604,Frozen Foods,112.6176,OUT035,Small,Tier 2,Supermarket Type1,2175.8344,17
FDC48,9.195,Low Fat,-4.1441886966230745,Baking Goods,81.6592,OUT035,Small,Tier 2,Supermarket Type1,1403.5064,17
DRF27,8.93,Low Fat,-3.5609472426888766,Dairy,152.334,OUT035,Small,Tier 2,Supermarket Type1,2143.876,17
NCB55,15.7,Low Fat,-1.8292786615093575,Household,59.2562,OUT013,High,Tier 3,Supermarket Type1,296.281,34
NCX30,16.7,Low Fat,-3.6204284467421646,Household,246.3776,OUT017,Medium,Tier 2,Supermarket Type1,1981.4208,14
DRN36,11.847459893048129,Low Fat,-2.9970360430922547,Soft Drinks,95.0752,OUT027,Medium,Tier 3,Supermarket Type3,2588.6304,36
FDP08,20.5,Regular Fat,-2.179961498435666,Fruits and Vegetables,194.1478,OUT017,Medium,Tier 2,Supermarket Type1,2906.217,14
NCD31,13.384736495388669,Low Fat,-4.176006650384733,Household,163.7526,OUT027,Medium,Tier 3,Supermarket Type3,1973.4312,36
FDK45,11.65,Low Fat,-3.379933968891617,Seafood,112.286,OUT017,Medium,Tier 2,Supermarket Type1,452.744,14
DRE49,20.75,Low Fat,-3.8498447675689462,Soft Drinks,153.5024,OUT049,Medium,Tier 1,Supermarket Type1,2428.8384,22
FDU52,12.867061281337046,Low Fat,-2.7573132210503166,Frozen Foods,157.563,OUT027,Medium,Tier 3,Supermarket Type3,1721.0929999999998,36
FDD53,16.2,Low Fat,-2.6034281525441063,Frozen Foods,41.7454,OUT010,Medium,Tier 3,Grocery Store,83.8908,23
FDF11,10.195,Regular Fat,-4.036058031611892,Starchy Foods,239.4538,OUT045,Medium,Tier 2,Supermarket Type1,4566.7222,19
NCR30,13.384736495388669,Low Fat,-2.0850610536021152,Household,73.4696,OUT019,Small,Tier 1,Grocery Store,298.2784,36
FDD03,13.3,Low Fat,-2.528985780521974,Dairy,233.03,OUT013,High,Tier 3,Supermarket Type1,5359.69,34
FDF09,6.215,Low Fat,-4.408962736004168,Fruits and Vegetables,37.4848,OUT049,Medium,Tier 1,Supermarket Type1,111.8544,22
FDS33,6.67,Regular Fat,-2.1232690356922945,Snack Foods,90.5514,OUT018,Medium,Tier 3,Supermarket Type2,974.0654,12
FDK03,12.6,Regular Fat,-2.5991254578567515,Dairy,255.5356,OUT017,Medium,Tier 2,Supermarket Type1,9664.7528,14
FDD29,12.15,Low Fat,-3.99502245913694,Frozen Foods,254.7698,OUT035,Small,Tier 2,Supermarket Type1,5834.4054,17
FDD02,16.6,Low Fat,-2.988375580501068,Canned,117.2124,OUT049,Medium,Tier 1,Supermarket Type1,1422.1488,22
FDF29,12.867061281337046,Regular Fat,-3.920173379675573,Frozen Foods,128.131,OUT027,Medium,Tier 3,Supermarket Type3,1687.8029999999999,36
FDP59,20.85,Regular Fat,-2.8741216568851224,Breads,103.6648,OUT046,Small,Tier 1,Supermarket Type1,2285.0256,24
NCN17,11.0,Low Fat,-2.90172037251258,Health and Hygiene,101.7358,OUT035,Small,Tier 2,Supermarket Type1,1508.037,17
NCM55,15.6,Low Fat,-2.705605067878385,Others,185.5924,OUT049,Medium,Tier 1,Supermarket Type1,3146.5708,22
FDD39,13.42606890459364,Low Fat,-2.0969363106110044,Dairy,217.685,OUT019,Small,Tier 1,Grocery Store,432.77,36
FDS02,10.195,Regular Fat,-1.9194171766223296,Dairy,194.5794,OUT017,Medium,Tier 2,Supermarket Type1,4096.6674,14
FDN16,12.6,Regular Fat,-2.7673632468481983,Frozen Foods,105.09899999999999,OUT045,Medium,Tier 2,Supermarket Type1,1444.786,19
FDM21,20.2,Low Fat,-2.741646070193229,Snack Foods,255.7646,OUT049,Medium,Tier 1,Supermarket Type1,5410.9566,22
FDJ04,18.0,Low Fat,-2.0797694914494835,Frozen Foods,116.5124,OUT018,Medium,Tier 3,Supermarket Type2,355.5372,12
FDT50,6.75,Regular Fat,-2.405687657890558,Dairy,96.7752,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528,22
FDM27,12.35,Regular Fat,-1.8381287590797923,Meat,158.1946,OUT018,Medium,Tier 3,Supermarket Type2,1104.5622,12
FDT19,7.59,Regular Fat,-1.928713808312476,Fruits and Vegetables,173.108,OUT045,Medium,Tier 2,Supermarket Type1,2077.2960000000003,19
FDQ39,14.8,Low Fat,-2.5112325349421547,Meat,190.5846,OUT049,Medium,Tier 1,Supermarket Type1,3630.6074,22
NCU30,5.11,Low Fat,-3.355993956443093,Household,161.721,OUT046,Small,Tier 1,Supermarket Type1,2446.815,24
FDY27,6.38,Low Fat,-3.4452064808592424,Dairy,177.4344,OUT046,Small,Tier 1,Supermarket Type1,1784.344,24
FDW14,8.3,Regular Fat,-3.2646177932603644,Dairy,87.7198,OUT046,Small,Tier 1,Supermarket Type1,1569.9564,24
FDJ21,16.7,Regular Fat,-3.2507236248673843,Snack Foods,143.8102,OUT017,Medium,Tier 2,Supermarket Type1,4811.7366,14
FDX47,11.346936274509803,Regular Fat,-3.3686303901158223,Breads,156.5288,OUT027,Medium,Tier 3,Supermarket Type3,4870.9928,36
FDK56,9.695,Low Fat,-2.038210143616649,Fruits and Vegetables,185.2898,OUT045,Medium,Tier 2,Supermarket Type1,3367.6164,19
NCN05,8.235,Low Fat,-4.236580841244955,Health and Hygiene,184.795,OUT035,Small,Tier 2,Supermarket Type1,1464.76,17
FDC26,10.195,Low Fat,-2.068437556214709,Canned,112.1886,OUT046,Small,Tier 1,Supermarket Type1,667.1316,24
FDT14,10.695,Regular Fat,-2.0586918257588054,Dairy,119.244,OUT013,High,Tier 3,Supermarket Type1,3475.4759999999997,34
FDS36,8.38,Regular Fat,-3.0601966854377207,Baking Goods,109.85700000000001,OUT035,Small,Tier 2,Supermarket Type1,2306.9970000000003,17
FDR48,11.65,Low Fat,-1.5136227828656412,Baking Goods,153.0024,OUT010,Medium,Tier 3,Grocery Store,455.4072,23
FDM04,9.195,Regular Fat,-3.055233901164523,Frozen Foods,52.0666,OUT035,Small,Tier 2,Supermarket Type1,615.1992,17
FDZ37,8.1,Regular Fat,-3.9236653654556495,Canned,88.6198,OUT046,Small,Tier 1,Supermarket Type1,1569.9564,24
FDE46,18.6,Low Fat,-4.144024863445997,Snack Foods,152.9366,OUT017,Medium,Tier 2,Supermarket Type1,453.4098,14
NCQ53,17.6,Low Fat,-3.9683115976726056,Health and Hygiene,234.65900000000002,OUT046,Small,Tier 1,Supermarket Type1,8508.924,24
NCN42,20.25,Low Fat,-4.248856527305018,Household,148.0418,OUT018,Medium,Tier 3,Supermarket Type2,1177.1344,12
DRH11,5.98,Low Fat,-2.581301636182284,Hard Drinks,53.3614,OUT049,Medium,Tier 1,Supermarket Type1,331.5684,22
NCI42,18.75,Low Fat,-4.567714394778289,Household,207.8954,OUT049,Medium,Tier 1,Supermarket Type1,2292.3494,22
FDT07,5.82,Regular Fat,-2.557788565241119,Fruits and Vegetables,255.333,OUT045,Medium,Tier 2,Supermarket Type1,4870.327,19
DRL60,8.52,Low Fat,-3.60972230766479,Soft Drinks,153.3682,OUT046,Small,Tier 1,Supermarket Type1,914.8092,24
FDG20,15.5,Regular Fat,-2.069887986561453,Fruits and Vegetables,178.4028,OUT018,Medium,Tier 3,Supermarket Type2,1239.7196,12
FDF56,16.7,Regular Fat,-2.1247550663700965,Fruits and Vegetables,182.7976,OUT046,Small,Tier 1,Supermarket Type1,1810.976,24
FDV33,9.6,Regular Fat,-3.595207087521021,Snack Foods,258.1304,OUT018,Medium,Tier 3,Supermarket Type2,2324.9736,12
NCF31,9.13,Low Fat,-2.9578964804984493,Household,151.4024,OUT049,Medium,Tier 1,Supermarket Type1,1973.4312,22
FDD59,10.5,Regular Fat,-3.0021000146524295,Starchy Foods,78.296,OUT046,Small,Tier 1,Supermarket Type1,1438.128,24
FDQ52,17.0,Low Fat,-2.1238483288984398,Frozen Foods,249.7434,OUT049,Medium,Tier 1,Supermarket Type1,4221.8378,22
FDP09,12.987879554655873,Low Fat,-3.3894938459968262,Snack Foods,211.6902,OUT027,Medium,Tier 3,Supermarket Type3,4247.804,36
FDK24,9.195,Low Fat,-2.289907869632675,Baking Goods,46.4744,OUT035,Small,Tier 2,Supermarket Type1,950.7624,17
NCA18,10.1,Low Fat,-2.8810192968206283,Household,117.8492,OUT046,Small,Tier 1,Supermarket Type1,1621.8888,24
NCE07,8.18,Low Fat,-4.379870971215347,Household,140.5154,OUT045,Medium,Tier 2,Supermarket Type1,1701.7848,19
FDM45,8.655,Regular Fat,-2.4283971791328063,Snack Foods,122.6756,OUT035,Small,Tier 2,Supermarket Type1,2302.3364,17
FDQ32,17.85,Regular Fat,-3.0659724154164882,Fruits and Vegetables,122.9388,OUT046,Small,Tier 1,Supermarket Type1,3095.97,24
FDI34,10.65,Regular Fat,-2.4636949568676973,Snack Foods,229.8668,OUT035,Small,Tier 2,Supermarket Type1,4146.6024,17
FDE14,13.65,Regular Fat,-3.4603429827691463,Canned,99.27,OUT013,High,Tier 3,Supermarket Type1,2596.62,34
DRF37,17.25,Low Fat,-2.4673458511599913,Soft Drinks,261.191,OUT017,Medium,Tier 2,Supermarket Type1,3155.8920000000003,14
FDW44,9.5,Regular Fat,-3.3424556136559245,Fruits and Vegetables,169.7448,OUT017,Medium,Tier 2,Supermarket Type1,3579.3408,14
FDC59,16.7,Regular Fat,-2.953906292225773,Starchy Foods,63.6168,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528,22
NCI29,8.6,Low Fat,-2.907688814344491,Health and Hygiene,141.1154,OUT010,Medium,Tier 3,Grocery Store,425.4462,23
FDV38,19.25,Low Fat,-2.2809368365862337,Dairy,54.3956,OUT018,Medium,Tier 3,Supermarket Type2,1201.1032,12
FDZ49,11.0,Regular Fat,-2.0171444105812424,Canned,222.0798,OUT013,High,Tier 3,Supermarket Type1,2864.9374,34
DRD49,9.895,Low Fat,-1.7827714031833994,Soft Drinks,237.7564,OUT045,Medium,Tier 2,Supermarket Type1,3813.7024,19
FDA02,14.0,Regular Fat,-3.5158455947631677,Dairy,143.4786,OUT046,Small,Tier 1,Supermarket Type1,1589.2646,24
FDX20,7.365,Low Fat,-3.1527691979139583,Fruits and Vegetables,226.972,OUT018,Medium,Tier 3,Supermarket Type2,3848.324,12
FDS24,20.85,Regular Fat,-2.777839314505637,Baking Goods,90.2514,OUT013,High,Tier 3,Supermarket Type1,619.8598,34
FDI58,7.64,Regular Fat,-2.6492464266107936,Snack Foods,93.412,OUT046,Small,Tier 1,Supermarket Type1,1491.392,24
FDQ60,12.277108208955223,Regular Fat,-1.6528647131850807,Baking Goods,121.2098,OUT019,Small,Tier 1,Grocery Store,120.5098,36
FDJ27,17.7,Regular Fat,-2.1031973456124957,Meat,103.3674,OUT049,Medium,Tier 1,Supermarket Type1,2546.685,22
FDV27,7.97,Regular Fat,-3.2134846334914475,Meat,90.4514,OUT017,Medium,Tier 2,Supermarket Type1,1328.271,14
NCL41,12.35,Low Fat,-3.1763522308898,Health and Hygiene,33.1216,OUT046,Small,Tier 1,Supermarket Type1,519.3240000000001,24
NCP29,8.42,Low Fat,-2.1868395983819666,Health and Hygiene,63.2168,OUT046,Small,Tier 1,Supermarket Type1,703.0848,24
FDC45,13.224769381746812,Low Fat,-2.001918258631318,Fruits and Vegetables,170.3106,OUT027,Medium,Tier 3,Supermarket Type3,3422.212,36
